CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V92965,163,0.005,0.043,4.56,0.55,0.065,0.043,358,55,1383,9,0,0.009
V92964,164,0.005,0.037,4.62,0.62,0.072,0.043,320,51,1375,9,3,0.009
V92963,174,0.005,0.039,4.58,0.523,0.066,0.043,309,45,1375,13,5,0.006
V92962,166,0.005,0.044,4.58,0.525,0.065,0.043,346,49,,9,4,0.009
V92961,168,0.005,0.044,4.55,0.523,0.059,0.043,339,49,,9,4,0.009
V92960,159,0.005,0.033,4.61,0.62,0.077,0.048,284,41,1331,9,5,0.005
V92959,163,0.005,0.03,4.63,0.8,0.098,0.051,278,40,,7,4,0.002
V92958,169,0.005,0.039,4.53,0.545,0.07,0.048,313,50,1383,10,6,0.007
V92957,161,0.005,0.039,4.53,0.459,0.063,0.046,393,55,1381,11,5,0.005
V92956,164,0.005,0.036,4.52,0.582,0.075,0.046,298,43,1353,9,5,0.007
V92955,173,0.005,0.035,4.65,0.55,0.074,0.045,303,41,1442,8,4,0.01
V92954,175,0.005,0.046,4.54,0.61,0.073,0.046,342,49,1371,10,5,0.008
V92953,166,0.005,0.048,4.48,0.563,0.059,0.04,391,56,,11,5,0.008
V92952,170,0.005,0.042,4.47,0.557,0.069,0.044,405,57,1370,10,5,0.005
V92951,178,0.005,0.045,4.54,0.54,0.06,0.042,342,48,1405,11,5,0.01
V92949,163,0.005,0.052,4.26,0.47,0.057,0.041,404,56,1414,10,5,0.01
V92947,160,0.005,0.037,4.57,0.57,0.065,0.043,321,45,1399,9,4,0.01
V92944,164,0.005,0.042,4.55,0.664,0.069,0.044,354,50,1406,10,5,0.005
V92942,165,0.005,0.036,4.56,0.861,0.081,0.046,340,47,1442,9,6,0.01
V92940,168,0.005,0.028,4.56,0.674,0.073,0.045,293,41,1401,7,4,0.007
V92939,163,0.005,0.033,4.55,0.669,0.075,0.045,299,43,1415,9,6,0.006
V92938,168,0.005,0.034,4.5,0.778,0.079,0.045,301,42,1430,8,4,0.007
V92937,155,0.005,0.033,4.53,0.845,0.078,0.044,350,49,1409,9,4,0.004
V92936,166,0.005,0.031,4.55,0.787,0.081,0.046,300,42,1399,9,5,0.006
V92935,156,0.005,0.033,4.52,0.621,0.074,0.047,367,52,1387,10,5,0.004
V92934,165,0.005,0.037,4.59,0.599,0.066,0.046,337,46,1372,8,4,0.007
V92933,168,0.005,0.041,4.62,0.577,0.066,0.044,349,49,1399,10,6,0.009
V92931,162,0.005,0.032,4.57,0.848,0.09,0.045,308,43,1417,8,3,0.008
V92930,169,0.005,0.029,4.64,0.886,0.094,0.046,292,41,1405,8,6,0.008
V92929,165,0.005,0.031,4.61,0.683,0.077,0.046,301,42,,8,4,0.006
V92928,165,0.005,0.031,4.59,0.813,0.087,0.045,307,43,1395,8,4,0.006
V92927,166,0.005,0.027,4.63,0.829,0.091,0.045,293,43,1386,8,5,0.006
V92925,162,0.005,0.026,4.62,0.658,0.08,0.044,277,40,1372,7,4,0.008
V92926,177,0.005,0.029,4.64,0.629,0.072,0.047,289,40,,8,5,0.004
V92923,162,0.005,0.026,4.62,0.855,0.094,0.045,279,40,1403,9,5,0.006
V92920,165,0.005,0.034,4.57,0.762,0.087,0.048,346,42,1466,10,5,0.005
V92919,162,0.005,0.024,4.52,0.882,0.1,0.047,272,39,1423,7,3,0.004
V92918,162,0.005,0.025,4.52,0.806,0.094,0.048,286,38,1395,7,4,0.005
V92917,174,0.005,0.026,4.54,0.784,0.09,0.045,305,36,1407,9,4,0.006
V92915,178,0.005,0.035,4.52,0.675,0.077,0.046,350,46,1378,9,5,0.003
V92914,163,0.005,0.031,4.56,0.569,0.078,0.047,297,42,1365,9,6,0.004
V92913,166,0.005,0.024,4.52,0.627,0.079,0.046,279,39,1421,7,4,0.004
V92912,165,0.005,0.036,4.48,0.659,0.081,0.046,341,46,1385,9,4,0.006
V92910,166,0.005,0.033,4.58,0.533,0.073,0.045,316,43,1389,9,5,0.007
V92911,163,0.005,0.033,4.56,0.5,0.069,0.045,318,45,1340,8,4,0.004
V92909,170,0.005,0.036,4.49,0.561,0.07,0.045,323,46,1406,9,5,0.004
V92908,156,0.005,0.038,4.57,0.532,0.067,0.042,339,49,,9,5,0.004
V92907,178,0.005,0.037,4.55,0.504,0.065,0.043,323,46,1376,9,5,0.006
V92906,164,0.005,0.041,4.53,0.555,0.067,0.042,353,53,1390,9,5,0.004
V92905,170,0.005,0.03,4.6,0.555,0.07,0.045,297,43,,8,3,0.007
V92904,161,0.005,0.033,4.58,0.489,0.068,0.043,305,43,1392,9,6,0.008
V92903,167,0.005,0.04,4.55,0.546,0.066,0.045,354,50,1386,9,5,0.006
V92902,176,0.005,0.035,4.55,0.612,0.073,0.041,324,45,1423,9,4,0.005
V92901,164,0.005,0.032,4.55,0.7,0.08,0.044,305,44,1416,9,5,0.007
V92900,162,0.005,0.034,4.6,0.618,0.081,0.047,326,46,1404,8,4,0.004
V92899,172,0.005,0.029,4.61,0.658,0.078,0.044,291,41,1392,8,4,0.004
V92896,165,0.003,0.035,4.42,0.6,0.074,0.045,350,49,,10,5,0.004
V92893,163,0.003,0.039,4.56,0.467,0.062,0.04,374,52,1349,9,5,0.006
V92892,162,0.003,0.036,4.58,0.503,0.067,0.042,352,50,1363,9,7,0.006
V92891,168,0.003,0.031,4.55,0.647,0.079,0.046,330,46,1365,9,4,0.004
V92889,164,0.003,0.045,4.47,0.4,0.063,0.041,395,57,,11,7,0.004
V92888,163,0.003,0.044,4.53,0.595,0.066,0.039,396,56,1388,10,5,0.003
V92887,177,0.003,0.04,4.53,0.646,0.064,0.039,375,52,1412,10,5,0.005
V92886,175,0.003,0.039,4.54,0.498,0.065,0.043,371,52,,9,7,0.006
V92885,168,0.003,0.038,4.55,0.504,0.068,0.042,380,53,,10,5,0.004
V92884,173,0.003,0.038,4.51,0.631,0.073,0.041,374,52,,10,5,0.005
V92883,164,0.003,0.046,4.52,0.598,0.062,0.039,462,70,1428,12,9,0.008
V92882,162,0.003,0.041,4.58,0.567,0.055,0.038,377,54,1398,10,5,0.01
V92881,156,0.003,0.045,4.56,0.565,0.058,0.039,370,52,1383,9,5,0.009
V92880,175,0.005,0.045,4.56,0.49,0.055,0.037,367,53,1368,9,7,0.011
V92879,174,0.005,0.05,4.52,0.431,0.046,0.036,399,56,1349,11,5,0.012
V92878,168,0.005,0.04,4.55,0.396,0.047,0.036,346,50,1344,8,5,0.015
V92877,156,0.005,0.038,4.5,0.454,0.055,0.038,332,47,1343,10,5,0.01
V92876,168,0.005,0.049,4.48,0.396,0.046,0.037,391,56,,11,5,0.008
V92874,160,0.005,0.044,4.54,0.5,0.05,0.038,361,59,1328,10,8,0.01
V92873,160,0.005,0.049,4.54,0.573,0.062,0.04,391,55,1348,9,5,0.008
V92872,165,0.005,0.032,4.55,0.765,0.084,0.043,329,46,1381,9,4,0.007
V92870,164,0.005,0.044,4.58,0.477,0.049,0.037,377,53,1475,9,5,0.01
V92869,161,0.005,0.049,4.57,0.47,0.045,0.038,390,55,1393,9,7,0.014
V92867,165,0.005,0.045,4.57,0.559,0.046,0.036,376,52,1352,9,6,0.012
V92865,168,0.005,0.039,4.56,0.752,0.079,0.041,330,46,1377,7,5,0.01
V92863,164,0.005,0.063,4.57,0.375,0.042,0.034,463,65,1433,12,6,0.01
V92861,160,0.005,0.038,4.55,1,0.092,0.043,339,48,1378,8,7,0.006
V92860,163,0.005,0.041,4.59,0.887,0.083,0.04,351,52,1382,9,5,0.012
V92859,159,0.005,0.06,4.4,0.414,0.043,0.035,401,56,1384,9,6,0.018
V92858,168,0.005,0.044,4.64,0.402,0.052,0.04,418,58,1346,10,8,0.008
V92856,164,0.005,0.051,4.59,0.449,0.049,0.038,400,56,1353,9,6,0.01
V92855,162,0.005,0.059,4.56,0.417,0.046,0.037,433,62,1353,13,7,0.009
V92854,165,0.005,0.049,4.6,0.371,0.046,0.039,388,54,1345,10,5,0.01
V92853,156,0.005,0.056,4.55,0.515,0.052,0.038,425,61,1369,9,6,0.01
V92852,170,0.005,0.043,4.58,0.733,0.075,0.042,354,50,1355,11,6,0.008
V92851,163,0.005,0.049,4.58,0.751,0.077,0.042,383,54,1370,9,5,0.007
V92850,165,0.005,0.043,4.54,0.744,0.077,0.041,367,50,1404,8,5,0.006
V92849,161,0.005,0.049,4.56,0.493,0.056,0.04,390,55,1389,12,7,0.009
V92848,165,0.005,0.042,4.42,0.433,0.057,0.04,360,50,1496,9,5,0.008
V92846,175,0.005,0.046,4.58,0.562,0.07,0.042,391,57,1392,12,7,0.004
V92845,171,0.005,0.04,4.53,0.63,0.073,0.041,352,49,1379,8,4,0.006
V92844,160,0.005,0.044,4.47,0.75,0.079,0.041,360,51,1371,10,5,0.005
V92842,178,0.005,0.05,4.48,0.55,0.06,0.04,627,74,1373,17,9,0.003
V92843,162,0.005,0.044,4.44,0.45,0.058,0.041,521,52,1365,11,5,0.006
V92841,176,0.005,0.049,4.39,0.669,0.069,0.037,368,54,1383,10,5,0.009
V92840,178,0.005,0.055,4.42,0.46,0.056,0.039,425,62,1380,10,5,0.008
V92839,163,0.005,0.058,4.46,0.443,0.047,0.04,454,65,1378,14,8,0.011
V92838,165,0.005,0.038,4.4,0.669,0.071,0.039,335,47,1367,9,4,0.005
V92837,178,0.005,0.028,4.48,0.641,0.073,0.047,304,40,,7,4,0.005
V92836,166,0.005,0.03,4.41,0.656,0.073,0.047,294,41,1391,9,5,0.005
V92835,160,0.005,0.031,4.43,0.61,0.069,0.046,302,48,1363,8,5,0.004
V92834,172,0.005,0.031,4.42,0.613,0.069,0.046,310,48,1318,7,4,0.004
V92833,176,0.005,0.037,4.42,0.562,0.067,0.042,328,47,1311,10,6,0.005
V92832,168,0.005,0.038,4.56,0.517,0.065,0.044,344,49,1380,8,5,0.007
V92830,179,0.005,0.035,4.52,0.625,0.073,0.042,341,48,1395,9,4,0.004
V92829,156,0.005,0.02,4.4,0.52,0.067,0.041,342,48,,8,4,0.004
V92828,169,0.005,0.035,4.55,0.542,0.065,0.044,319,46,1364,9,6,0.007
V92827,164,0.005,0.04,4.5,0.514,0.062,0.043,346,53,1373,9,3,0.011
V92826,162,0.005,0.044,4.51,0.47,0.06,0.042,366,52,1543,9,5,0.011
V92825,162,0.005,0.039,4.6,0.46,0.059,0.044,342,48,1397,9,6,0.01
V92824,161,0.005,0.042,4.56,0.47,0.057,0.042,359,51,1389,9,5,0.01
V92823,155,0.005,0.043,4.58,0.48,0.053,0.044,367,51,1395,9,4,0.009
V92822,178,0.005,0.036,4.56,0.58,0.074,0.041,326,47,1356,8,5,0.005
V92821,167,0.005,0.027,4.55,0.775,0.09,0.04,287,40,1339,8,3,0.005
V92820,167,0.005,0.032,4.52,0.747,0.084,0.04,313,52,1371,7,5,0.005
V92819,160,0.005,0.038,4.56,0.616,0.072,0.039,344,51,1402,9,5,0.01
V92817,165,0.005,0.042,4.57,0.48,0.056,0.041,378,52,1382,9,5,0.01
V92816,177,0.005,0.047,4.56,0.442,0.054,0.041,392,55,1393,10,5,0.007
V92815,177,0.005,0.047,4.53,0.438,0.058,0.04,379,53,1422,10,7,0.011
V92814,170,0.005,0.047,4.52,0.451,0.051,0.04,390,55,1363,9,5,0.01
V92813,170,0.005,0.049,4.54,0.39,0.049,0.038,414,58,1372,11,5,0.008
V92812,165,0.005,0.044,4.48,0.458,0.051,0.034,441,62,,11,8,0.007
V92811,170,0.005,0.031,4.58,0.65,0.077,0.041,305,41,,7,4,0.008
V92810,161,0.003,0.035,4.57,0.73,0.084,0.04,347,49,1350,10,4,0.003
V92808,163,0.003,0.048,4.48,0.53,0.054,0.043,420,58,1414,10,6,0.006
V92807,166,0.003,0.035,4.62,0.64,0.067,0.041,364,51,1401,9,5,0.006
V92806,158,0.003,0.029,4.63,0.68,0.078,0.04,319,45,1400,9,5,0.005
V92804,175,0.003,0.038,4.56,0.478,0.058,0.042,365,51,1421,9,5,0.009
V92803,173,0.003,0.033,4.53,0.445,0.06,0.043,339,48,1402,9,5,0.008
V92802,160,0.003,0.036,4.57,0.574,0.062,0.043,364,51,1438,8,4,0.007
V92801,160,0.003,0.041,4.56,0.631,0.061,0.039,352,54,1388,9,5,0.009
V92799,163,0.003,0.036,4.55,0.511,0.059,0.041,362,51,1399,9,4,0.007
V92798,160,0.003,0.042,4.56,0.51,0.056,0.036,414,58,1352,10,5,0.005
V92797,167,0.003,0.05,4.59,0.56,0.055,0.037,435,57,,12,6,0.007
V92796,164,0.003,0.05,4.57,0.431,0.047,0.039,428,59,1383,10,5,0.008
V92795,156,0.003,0.048,4.54,0.505,0.044,0.039,413,58,1412,10,5,0.01
V92794,169,0.003,0.053,4.56,0.449,0.05,0.038,444,64,1398,12,7,0.008
V92793,157,0.003,0.044,4.54,0.437,0.058,0.035,401,55,1376,10,5,0.007
V92792,170,0.003,0.043,4.6,0.509,0.055,0.037,390,55,1381,10,5,0.008
V92791,164,0.003,0.045,4.56,0.463,0.051,0.041,397,56,1448,11,7,0.012
V92790,176,0.003,0.048,4.58,0.464,0.048,0.04,420,58,,10,5,0.007
V92789,172,0.003,0.058,4.53,0.487,0.04,0.036,461,65,1362,11,6,0.01
V92788,169,0.003,0.048,4.55,0.519,0.046,0.036,412,59,1342,11,7,0.011
V92787,155,0.003,0.043,4.57,0.47,0.056,0.035,395,67,1366,10,6,0.006
V92785,169,0.003,0.045,4.56,0.477,0.056,0.041,396,56,1416,11,7,0.008
V92784,157,0.003,0.044,4.52,0.435,0.061,0.044,401,56,1417,9,5,0.006
V92783,172,0.003,0.036,4.55,0.668,0.074,0.043,357,50,1401,9,5,0.005
V92782,162,0.003,0.039,4.57,0.594,0.069,0.039,376,49,1385,10,6,0.009
V92781,164,0.003,0.05,4.53,0.58,0.064,0.036,435,60,1389,11,6,0.006
V92779,179,0.003,0.075,4.42,0.429,0.045,0.039,559,80,1446,16,10,0.005
V92778,167,0.003,0.057,4.49,0.418,0.04,0.039,463,67,1382,11,6,0.011
V92776,160,0.003,0.035,4.58,0.497,0.065,0.043,368,49,1355,10,6,0.007
V92775,165,0.003,0.033,4.6,0.66,0.066,0.041,348,48,1353,8,4,0.005
V92774,178,0.003,0.035,4.57,0.68,0.072,0.042,350,49,1433,9,4,0.005
V92773,162,0.003,0.04,4.53,0.65,0.068,0.042,390,52,1422,11,7,0.008
V92772,162,0.003,0.046,4.55,0.42,0.048,0.035,404,56,1356,10,5,0.008
V92771,163,0.003,0.039,4.57,0.529,0.064,0.042,373,53,1395,10,5,0.004
V92770,161,0.003,0.042,4.52,0.54,0.061,0.043,401,53,1392,11,7,0.007
V92768,177,0.003,0.053,4.49,0.44,0.05,0.038,444,63,1380,12,6,0.007
V92767,160,0.003,0.07,4.45,0.376,0.042,0.035,536,77,1417,15,10,0.006
V92765,166,0.003,0.031,4.62,0.498,0.067,0.044,326,45,1383,9,4,0.008
V92764,160,0.003,0.037,4.55,0.517,0.061,0.043,374,54,,10,7,0.009
V92763,168,0.003,0.035,4.54,0.548,0.068,0.044,349,49,1410,9,4,0.005
V92760,150,0.003,0.05,4.55,0.619,0.065,0.037,209,47,1376,7,6,0.01
V92761,171,0.003,0.042,4.6,0.516,0.066,0.041,405,54,1420,10,7,0.005
V92759,165,0.003,0.039,4.56,0.578,0.063,0.043,364,51,1406,9,4,0.005
V92758,175,0.003,0.035,4.57,0.508,0.062,0.047,370,48,1504,10,7,0.013
V92757,160,0.003,0.038,4.53,0.432,0.058,0.045,367,53,1388,9,5,0.006
V92755,176,0.003,0.033,4.62,0.62,0.068,0.046,342,48,1413,10,6,0.006
V92754,174,0.003,0.027,4.54,0.58,0.071,0.047,328,43,1373,8,4,0.005
V92753,156,0.003,0.036,4.57,0.64,0.069,0.04,342,49,1383,9,4,0.006
V92752,177,0.003,0.029,4.54,0.617,0.074,0.044,309,44,1369,9,5,0.007
V92751,150,0.003,0.031,4.53,0.709,0.075,0.046,331,46,,8,4,0.005
V92750,175,0.003,0.034,4.52,0.56,0.07,0.044,343,48,1432,10,4,0.006
V92749,152,0.003,0.038,4.57,0.59,0.068,0.045,363,51,1393,10,6,0.009
V92748,165,0.003,0.03,4.64,0.56,0.074,0.048,329,45,1411,8,4,0.006
V92747,163,0.003,0.032,4.65,0.71,0.077,0.042,335,47,1389,8,4,0.005
V92746,164,0.003,0.029,4.55,0.674,0.075,0.041,333,45,1382,8,4,0.005
V92745,155,0.003,0.038,4.56,0.539,0.065,0.042,347,49,1391,10,7,0.008
V92743,175,0.003,0.04,4.55,0.596,0.071,0.042,381,54,1377,9,5,0.006
V92742,165,0.003,0.038,4.52,0.558,0.069,0.044,362,52,1396,11,6,0.006
V92741,162,0.003,0.039,4.55,0.48,0.061,0.041,369,71,1419,9,5,0.008
V92740,157,0.003,0.032,4.52,0.611,0.07,0.043,333,47,1385,10,7,0.009
V92739,171,0.003,0.031,4.55,0.699,0.08,0.044,340,49,,8,4,0.005
V92736,161,0.003,0.049,4.53,0.47,0.058,0.04,414,60,1407,12,8,0.008
V92737,162,0.003,0.037,4.61,0.53,0.064,0.042,357,51,1416,9,5,0.006
V92735,160,0.003,0.043,4.57,0.54,0.062,0.04,396,56,1383,11,5,0.007
V92734,163,0.003,0.034,4.62,0.71,0.076,0.042,351,51,1387,9,5,0.005
V92733,162,0.003,0.039,4.63,0.68,0.076,0.039,367,52,1365,11,6,0.005
V92732,168,0.003,0.053,4.54,0.416,0.045,0.038,435,61,1370,11,6,0.013
V92730,164,0.003,0.048,4.49,0.4,0.052,0.043,410,58,1372,12,6,0.01
V92729,165,0.003,0.045,4.51,0.41,0.057,0.042,396,56,1369,10,5,0.008
V92728,163,0.003,0.043,4.55,0.682,0.075,0.038,394,55,1398,10,5,0.004
V92726,161,0.003,0.03,4.52,0.604,0.078,0.043,326,46,1346,9,4,0.004
V92725,168,0.003,0.034,4.56,0.824,0.079,0.043,353,49,1383,9,4,0.006
V92724,157,0.003,0.031,4.56,0.72,0.082,0.044,331,47,1403,9,5,0.006
V92723,161,0.003,0.04,4.55,0.651,0.071,0.04,375,52,1395,10,4,0.009
V92722,165,0.003,0.036,4.55,0.632,0.072,0.038,360,50,1421,9,5,0.005
V92721,161,0.003,0.038,4.53,0.764,0.084,0.045,373,52,1378,11,6,0.005
V92720,162,0.003,0.032,4.59,0.714,0.082,0.042,342,48,1363,8,4,0.004
V92719,167,0.003,0.039,4.54,0.646,0.071,0.038,368,52,1339,10,4,0.004
V92718,163,0.003,0.036,4.56,0.466,0.064,0.043,352,50,1397,10,6,0.008
V92717,161,0.003,0.032,4.55,0.657,0.079,0.046,336,47,1433,9,4,0.006
V92716,176,0.003,0.034,4.52,0.675,0.077,0.043,353,49,1439,9,4,0.006
V92714,160,0.003,0.034,4.49,0.593,0.072,0.043,340,48,1350,9,4,0.006
V92712,157,0.003,0.034,4.48,0.542,0.07,0.043,396,57,1396,12,7,0.006
V92711,157,0.003,0.04,4.53,0.557,0.069,0.041,397,56,1394,10,5,0.005
V92710,177,0.003,0.039,4.52,0.712,0.073,0.036,365,51,1404,9,5,0.005
V92709,160,0.003,0.039,4.56,0.625,0.072,0.036,367,53,1390,10,6,0.006
V92708,174,0.003,0.041,4.51,0.486,0.062,0.04,373,53,1376,10,5,0.007
V92707,159,0.003,0.037,4.48,0.511,0.064,0.039,375,53,1365,9,5,0.004
V92706,170,0.003,0.037,4.53,0.641,0.071,0.041,393,48,1366,10,6,0.007
V92705,178,0.003,0.038,4.52,0.546,0.066,0.042,359,50,1383,9,4,0.011
V92704,176,0.003,0.039,4.48,0.458,0.06,0.042,374,53,1418,9,5,0.007
V92703,168,0.005,0.042,4.52,0.429,0.053,0.039,352,51,1382,11,6,0.011
V92702,146,0.005,0.047,4.5,0.397,0.051,0.04,380,53,1358,10,5,0.011
V92701,169,0.005,0.043,4.52,0.44,0.056,0.041,365,50,1468,9,5,0.01
V92700,168,0.005,0.042,4.58,0.6,0.066,0.041,352,50,1362,9,6,0.01
V92699,161,0.005,0.047,4.56,0.52,0.062,0.038,378,53,1378,10,5,0.011
V92698,170,0.005,0.053,4.51,0.56,0.057,0.034,413,58,1338,10,5,0.014
V92697,164,0.005,0.035,4.53,0.95,0.098,0.04,321,45,,8,4,0.008
V92696,164,0.005,0.034,4.47,0.85,0.091,0.039,807,44,1379,25,5,0.005
V92695,170,0.005,0.03,4.65,0.78,0.087,0.041,302,42,1395,8,4,0.007
V92694,177,0.005,0.031,4.62,0.61,0.076,0.041,297,42,1477,8,4,0.007
V92693,168,0.005,0.035,4.58,0.59,0.071,0.042,318,46,1407,9,6,0.009
V92692,170,0.005,0.034,4.63,0.62,0.074,0.043,323,45,,8,4,0.005
V92691,165,0.005,0.039,4.44,0.61,0.074,0.041,340,47,1331,9,4,0.006
V92690,168,0.005,0.039,4.5,0.687,0.069,0.042,336,49,,10,4,0.007
V92689,167,0.005,0.043,4.41,0.58,0.07,0.043,364,51,1430,9,4,0.007
V92688,158,0.005,0.049,4.53,0.58,0.069,0.044,388,54,,10,5,0.009
V92687,167,0.005,0.037,4.57,0.63,0.075,0.04,327,46,1350,10,4,0.004
V92685,164,0.005,0.037,4.58,0.61,0.073,0.041,331,46,1417,8,4,0.008
V92683,177,0.005,0.039,4.52,0.62,0.069,0.042,963,20,1391,25,2,0.005
V92682,165,0.005,0.039,4.56,0.52,0.063,0.042,363,49,1386,9,4,0.007
V92681,164,0.005,0.04,4.53,0.49,0.063,0.041,344,48,1370,9,5,0.009
V92679,160,0.005,0.044,4.52,0.674,0.055,0.04,367,51,1404,9,5,0.011
V92678,157,0.005,0.042,4.57,0.447,0.052,0.039,359,50,1422,9,5,0.011
V92677,163,0.005,0.04,4.57,0.481,0.064,0.041,342,48,1355,10,6,0.008
V92676,174,0.005,0.035,4.4,0.531,0.07,0.043,328,52,1346,8,5,0.005
V92675,159,0.005,0.036,4.57,0.509,0.068,0.042,331,46,1388,8,4,0.009
V92674,179,0.005,0.043,4.58,0.587,0.068,0.039,357,50,,11,6,0.008
V92673,166,0.005,0.045,4.56,0.365,0.052,0.041,370,52,1394,9,5,0.008
V92672,162,0.005,0.04,4.56,0.452,0.049,0.04,352,49,1389,9,4,0.01
V92671,161,0.005,0.037,4.58,0.43,0.061,0.043,329,46,1443,10,6,0.006
V92670,163,0.005,0.033,4.64,0.514,0.067,0.043,311,44,1439,8,4,0.008
V92669,177,0.005,0.041,4.58,0.62,0.07,0.041,361,50,1389,9,5,0.005
V92668,170,0.005,0.041,4.56,0.603,0.064,0.038,347,49,1389,10,6,0.01
V92666,162,0.005,0.042,4.64,0.499,0.06,0.04,294,42,1386,7,4,0.012
V92665,155,0.005,0.034,4.49,0.655,0.077,0.042,315,45,1425,9,6,0.008
V92664,171,0.005,0.028,4.49,0.762,0.088,0.044,294,41,1413,7,4,0.006
V92663,177,0.005,0.037,4.57,0.751,0.081,0.043,326,46,1415,10,6,0.007
V92662,165,0.005,0.039,4.65,0.662,0.074,0.044,345,48,1427,9,5,0.006
V92661,178,0.005,0.032,4.54,0.6,0.076,0.041,312,44,1347,8,4,0.008
V92660,161,0.005,0.031,4.57,0.664,0.083,0.04,318,46,,10,5,0.007
V92658,167,0.005,0.023,4.56,0.83,0.092,0.046,264,37,1373,6,3,0.008
V92657,167,0.005,0.025,4.56,0.838,0.097,0.048,281,39,1388,7,4,0.005
V92656,159,0.005,0.024,4.57,0.694,0.088,0.047,268,39,1348,8,5,0.005
V92655,177,0.005,0.035,4.54,0.599,0.076,0.043,321,48,1452,7,4,0.01
V92653,170,0.005,0.026,4.56,0.672,0.079,0.045,305,35,1414,9,4,0.01
V92652,162,0.005,0.027,4.49,0.535,0.073,0.044,293,40,1369,7,4,0.006
V92651,164,0.005,0.037,4.52,0.57,0.057,0.04,336,47,1329,8,4,0.008
V92650,165,0.005,0.041,4.53,0.562,0.051,0.04,346,49,1359,10,6,0.009
V92649,166,0.005,0.043,4.45,0.39,0.052,0.041,353,49,1397,9,4,0.01
V92648,165,0.005,0.027,4.57,0.69,0.086,0.048,307,39,1360,9,5,0.005
V92647,178,0.005,0.028,4.54,0.67,0.084,0.046,285,50,1364,7,5,0.007
V92646,166,0.005,0.039,4.58,0.586,0.072,0.039,351,48,1392,9,4,0.01
V92645,175,0.005,0.04,4.62,0.575,0.072,0.04,352,52,1385,11,7,0.01
V92644,163,0.005,0.035,4.6,0.547,0.074,0.044,350,49,1381,9,5,0.005
V92643,159,0.005,0.034,4.6,0.5,0.072,0.046,345,47,1383,9,4,0.008
V92641,165,0.005,0.036,4.57,0.643,0.074,0.044,326,45,,8,4,0.009
V92640,167,0.005,0.032,4.56,0.579,0.075,0.043,313,43,1348,8,4,0.004
V92639,178,0.005,0.033,4.56,0.562,0.076,0.048,312,43,1324,8,4,0.005
V92638,165,0.005,0.037,4.52,0.524,0.073,0.046,328,47,1334,10,6,0.006
V92637,162,0.005,0.035,4.55,0.493,0.069,0.045,326,46,1344,8,4,0.006
V92636,162,0.005,0.035,4.53,0.577,0.073,0.046,322,45,1373,8,4,0.007
V92635,165,0.005,0.032,4.46,0.509,0.072,0.045,326,41,1347,9,5,0.006
V92634,163,0.005,0.029,4.56,0.619,0.08,0.05,299,41,1370,7,3,0.006
V92632,167,0.005,0.033,4.48,0.68,0.081,0.049,318,44,1382,8,4,0.005
V92631,163,0.005,0.044,4.45,0.59,0.072,0.046,368,52,1344,10,5,0.005
V92630,168,0.005,0.041,4.4,0.47,0.067,0.049,319,46,1377,9,6,0.009
V92629,168,0.005,0.032,4.56,0.473,0.068,0.048,296,42,1372,8,4,0.009
V92628,174,0.005,0.03,4.55,0.649,0.082,0.048,318,45,1389,9,6,0.005
V92627,167,0.005,0.031,4.55,0.669,0.079,0.052,376,54,1387,9,5,0.004
V92626,162,0.005,0.036,4.52,0.709,0.081,0.051,329,46,1373,9,4,0.006
V92624,168,0.005,0.027,4.55,0.6,0.072,0.05,293,41,,7,3,0.005
V92625,165,0.005,0.031,4.52,0.63,0.075,0.048,344,48,,10,6,0.005
V92623,167,0.005,0.03,4.54,0.54,0.071,0.051,370,52,,9,5,0.005
V92619,168,0.005,0.011,4.55,0.53,0.074,0.049,292,50,1399,10,6,0.004
V92618,173,0.005,0.038,4.51,0.469,0.056,0.045,348,48,1416,9,4,0.008
V92617,164,0.005,0.033,4.58,0.448,0.063,0.05,311,44,1396,8,4,0.012
V92616,175,0.005,0.028,4.57,0.566,0.073,0.053,288,41,1361,8,5,0.007
V92613,160,0.005,0.039,4.55,0.373,0.052,0.049,345,48,1370,9,4,0.008
V92612,170,0.005,0.043,4.57,0.413,0.052,0.049,347,50,1371,10,7,0.011
V92611,163,0.005,0.042,4.56,0.538,0.054,0.042,356,51,1333,9,4,0.01
V92609,166,0.005,0.038,4.55,0.547,0.064,0.051,328,46,1405,9,6,0.008
V92608,174,0.005,0.034,4.57,0.402,0.052,0.049,368,52,1379,10,5,0.007
V92605,164,0.005,0.028,4.56,0.538,0.068,0.054,285,42,1371,8,5,0.008
V92604,162,0.005,0.048,4.58,0.466,0.053,0.047,388,55,1387,10,5,0.009
V92602,157,0.005,0.038,4.56,0.404,0.055,0.045,333,47,1380,10,6,0.01
V92601,142,0.005,0.029,4.56,0.387,0.059,0.047,328,45,1378,8,4,0.005
V92600,167,0.005,0.027,4.53,0.408,0.057,0.049,321,45,1420,8,4,0.007
V92599,163,0.005,0.026,4.52,0.401,0.059,0.05,318,45,1418,9,5,0.006
V92598,165,0.005,0.032,4.56,0.367,0.052,0.05,312,44,1449,8,4,0.009
V92597,165,0.005,0.03,4.52,0.335,0.052,0.049,301,43,1431,8,4,0.011
