CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V92596,169,0.005,0.03,4.56,0.419,0.061,0.045,320,45,1352,9,6,0.007
V92595,165,0.005,0.03,4.56,0.666,0.078,0.046,299,41,1362,7,4,0.007
V92594,176,0.005,0.028,4.57,0.8,0.092,0.045,288,40,1406,7,4,0.005
V92593,168,0.005,0.027,4.56,0.806,0.091,0.048,300,38,1480,9,5,0.007
V92591,176,0.005,0.028,4.55,0.431,0.063,0.048,286,41,1342,8,5,0.008
V92590,177,0.005,0.033,4.58,0.441,0.062,0.048,312,44,1449,8,4,0.005
V92588,163,0.005,0.03,4.54,0.522,0.071,0.046,294,41,1347,8,5,0.014
V92587,175,0.005,0.031,4.58,0.585,0.076,0.049,302,42,1355,8,4,0.006
V92586,164,0.005,0.032,4.58,0.629,0.082,0.048,313,43,1375,8,4,0.006
V92585,168,0.005,0.028,4.55,0.478,0.065,0.05,286,41,1395,8,5,0.007
V92584,164,0.005,0.031,4.55,0.555,0.065,0.046,310,42,1391,8,4,0.006
V92581,164,0.005,0.036,4.58,0.676,0.082,0.046,336,46,1380,8,4,0.005
V92580,177,0.005,0.031,4.6,0.512,0.067,0.047,312,46,1409,8,4,0.009
V92579,172,0.005,0.041,4.58,0.624,0.065,0.046,365,53,1419,11,6,0.012
V92577,165,0.005,0.051,4.52,0.454,0.048,0.042,414,59,1279,11,6,0.012
V92576,177,0.005,0.034,4.55,0.45,0.063,0.044,313,46,1383,10,5,0.007
V92575,161,0.005,0.037,4.55,0.484,0.064,0.043,356,48,1410,9,4,0.007
V92574,163,0.005,0.036,4.53,0.531,0.068,0.042,331,46,1374,9,4,0.007
V92573,164,0.005,0.038,4.52,0.453,0.062,0.041,331,47,1349,11,6,0.008
V92572,165,0.005,0.044,4.53,0.43,0.055,0.041,378,52,1335,10,5,0.007
V92571,158,0.005,0.041,4.54,0.366,0.055,0.042,359,52,1413,9,5,0.008
V92570,178,0.005,0.04,4.51,0.421,0.055,0.041,341,49,1389,11,6,0.008
V92569,168,0.005,0.048,4.52,0.383,0.052,0.039,388,54,1343,10,5,0.011
V92568,174,0.005,0.048,4.55,0.402,0.051,0.04,393,55,1344,10,5,0.01
V92567,165,0.005,0.041,4.58,0.46,0.05,0.041,341,49,,11,6,0.011
V92566,176,0.005,0.048,4.47,0.44,0.055,0.044,390,55,,10,5,0.007
V92565,165,0.005,0.044,4.58,0.57,0.067,0.045,367,52,1379,9,5,0.009
V92564,163,0.005,0.046,4.56,0.501,0.059,0.045,378,52,1364,9,5,0.01
V92563,170,0.005,0.038,4.58,0.348,0.044,0.039,422,60,,13,7,0.007
V92562,165,0.005,0.065,4.56,0.461,0.04,0.04,464,65,1314,12,6,0.012
V92561,173,0.005,0.057,4.43,0.32,0.035,0.039,431,62,1326,11,6,0.015
V92560,158,0.005,0.055,4.53,0.41,0.037,0.039,424,61,1370,12,8,0.013
V92559,162,0.005,0.03,4.52,0.436,0.043,0.041,297,42,1335,7,4,0.013
V92558,166,0.005,0.054,4.55,0.355,0.038,0.039,418,59,1370,10,5,0.015
V92557,173,0.005,0.056,4.45,0.44,0.046,0.039,423,60,1361,13,7,0.01
V92556,163,0.005,0.058,4.46,0.4,0.045,0.039,431,61,,10,6,0.014
V92552,174,0.005,0.053,4.52,0.51,0.061,0.046,431,57,,13,5,0.009
V92551,177,0.005,0.059,4.46,0.58,0.064,0.046,444,62,1364,11,6,0.01
V92550,155,0.005,0.045,4.57,0.55,0.06,0.044,367,52,1348,9,6,0.009
V92548,165,0.005,0.066,4.59,0.409,0.042,0.039,493,69,1423,11,7,0.012
V92547,175,0.005,0.06,4.62,0.4,0.043,0.041,436,63,1448,13,7,0.015
V92546,170,0.005,0.05,4.67,0.409,0.048,0.044,386,56,1356,11,4,0.015
V92545,160,0.005,0.05,4.64,0.466,0.051,0.044,434,100,1368,13,10,0.006
V92543,173,0.005,0.042,4.52,0.556,0.064,0.043,352,52,1326,10,6,0.011
V92542,160,0.005,0.048,4.59,0.399,0.047,0.044,386,54,1376,11,4,0.01
V92541,155,0.005,0.022,4.45,0.57,0.062,0.046,395,55,1393,11,4,0.005
V92540,155,0.005,0.045,4.56,0.661,0.066,0.047,368,52,,11,6,0.01
V92539,165,0.005,0.036,4.57,0.577,0.071,0.049,322,45,1369,8,4,0.01
V92538,158,0.005,0.041,4.54,0.59,0.068,0.047,353,50,1381,10,4,0.008
V92537,160,0.005,0.04,4.63,0.542,0.061,0.049,346,51,1414,10,6,0.008
V92536,161,0.005,0.044,4.64,0.68,0.069,0.046,310,50,1400,9,5,0.009
V92535,170,0.005,0.042,4.58,0.607,0.068,0.044,358,50,1356,10,4,0.008
V92534,175,0.005,0.041,4.57,0.62,0.07,0.044,346,50,1357,11,6,0.007
V92532,160,0.005,0.043,4.55,0.966,0.071,0.047,363,49,1375,10,4,0.008
V92531,175,0.005,0.037,4.58,0.756,0.08,0.047,327,46,1409,10,5,0.007
V92530,161,0.005,0.043,4.54,0.804,0.076,0.045,360,50,1374,9,5,0.009
V92529,163,0.005,0.056,4.56,0.776,0.067,0.044,427,60,1378,12,5,0.008
V92527,161,0.005,0.039,4.62,0.807,0.082,0.054,338,48,1399,10,6,0.01
V92528,168,0.005,0.052,4.59,0.506,0.056,0.045,402,62,1404,10,6,0.015
V92526,166,0.005,0.034,4.62,0.831,0.084,0.049,323,45,1470,8,4,0.005
V92525,162,0.005,0.043,4.6,0.705,0.075,0.047,360,51,1398,9,5,0.01
V92524,160,0.005,0.046,4.57,0.5,0.06,0.044,371,52,1406,11,7,0.013
V92522,167,0.005,0.04,4.62,0.723,0.068,0.047,352,49,1378,9,4,0.009
V92521,168,0.005,0.051,4.58,0.687,0.069,0.046,399,61,1312,10,6,0.006
V92520,164,0.005,0.038,4.6,0.609,0.067,0.047,328,47,1365,9,6,0.009
V92518,166,0.005,0.041,4.58,0.517,0.062,0.046,351,49,1385,9,5,0.012
V92517,163,0.005,0.043,4.62,0.532,0.061,0.047,356,50,1387,10,6,0.012
V92516,168,0.005,0.045,4.6,0.533,0.061,0.047,375,52,1409,9,4,0.009
V92515,165,0.005,0.044,4.6,0.592,0.065,0.047,366,54,,9,5,0.009
V92514,166,0.005,0.038,4.55,0.63,0.066,0.045,339,48,1387,11,6,0.005
V92513,168,0.005,0.04,4.58,0.704,0.069,0.044,355,49,1329,9,4,0.006
V92512,165,0.005,0.037,4.62,0.562,0.068,0.045,379,53,1444,9,5,0.006
V92511,163,0.005,0.04,4.58,0.588,0.069,0.047,344,48,1418,10,6,0.01
V92510,166,0.005,0.033,4.6,0.638,0.076,0.046,326,45,1352,8,4,0.005
V92509,175,0.005,0.032,4.61,0.792,0.083,0.042,305,44,1387,9,5,0.007
V92508,142,0.005,0.046,4.56,0.714,0.071,0.041,380,53,1381,10,5,0.012
V92507,164,0.005,0.064,4.55,0.516,0.052,0.039,496,70,1368,13,6,0.009
V92506,174,0.005,0.049,4.58,0.539,0.065,0.041,385,56,1452,11,7,0.012
V92505,161,0.005,0.037,4.62,0.645,0.075,0.042,340,48,1421,9,5,0.007
V92503,161,0.005,0.04,4.55,0.772,0.074,0.042,338,48,,10,6,0.01
V92502,174,0.005,0.036,4.6,0.661,0.074,0.045,331,46,1419,8,4,0.009
V92501,169,0.005,0.047,4.56,0.625,0.067,0.042,384,56,1365,10,5,0.007
V92500,167,0.005,0.034,4.52,0.723,0.081,0.046,299,43,1405,9,4,0.007
V92497,169,0.005,0.031,4.51,0.623,0.074,0.046,300,42,1406,8,5,0.011
V92496,163,0.005,0.036,4.5,0.68,0.068,0.044,331,46,1378,8,4,0.009
V92494,166,0.005,0.037,4.53,0.836,0.074,0.043,335,47,1407,10,6,0.007
V92492,179,0.005,0.023,4.54,0.714,0.08,0.046,271,37,1336,7,3,0.005
V92491,160,0.005,0.037,4.57,0.761,0.079,0.045,358,48,1415,11,5,0.005
V92490,163,0.005,0.03,4.54,0.784,0.081,0.045,309,42,1383,8,4,0.007
V92488,162,0.005,0.038,4.58,0.725,0.075,0.044,332,48,,10,5,0.009
V92487,163,0.005,0.031,4.56,0.816,0.085,0.043,312,46,1372,8,4,0.006
V92486,162,0.005,0.038,4.52,0.635,0.065,0.041,342,49,1401,9,4,0.007
V92484,168,0.005,0.016,4.55,0.871,0.096,0.047,237,33,1360,6,3,0.007
V92483,175,0.005,0.019,4.57,0.93,0.104,0.049,254,35,1373,6,3,0.008
V92482,172,0.005,0.026,4.56,0.729,0.082,0.043,276,40,,8,5,0.005
V92479,180,0.005,0.032,4.68,0.46,0.054,0.041,304,44,1357,9,5,0.012
V92478,158,0.005,0.043,4.58,0.39,0.049,0.039,359,51,1360,9,5,0.01
V92477,144,0.005,0.02,4.62,0.82,0.089,0.045,258,36,1408,6,3,0.007
V92476,152,0.005,0.022,4.57,0.797,0.085,0.045,246,34,1407,8,4,0.005
V92475,159,0.005,0.028,4.56,0.734,0.076,0.044,309,40,1421,7,4,0.006
V92474,165,0.005,0.031,4.56,0.855,0.089,0.044,302,42,1413,7,4,0.005
V92473,174,0.005,0.02,4.54,0.863,0.092,0.044,246,35,1397,8,4,0.003
V92472,160,0.005,0.027,4.64,0.723,0.078,0.045,291,43,1415,7,4,0.006
V92471,163,0.005,0.025,4.59,0.789,0.086,0.043,274,38,1401,7,4,0.01
V92470,163,0.005,0.023,4.59,0.85,0.097,0.046,271,39,1376,8,4,0.003
V92469,167,0.005,0.022,4.53,0.604,0.076,0.047,235,43,1354,6,4,0.008
V92468,164,0.005,0.022,4.53,0.691,0.085,0.048,271,38,1367,8,4,0.003
V92467,170,0.005,0.027,4.55,0.737,0.085,0.044,378,52,1410,9,5,0.004
V92466,161,0.005,0.036,4.59,0.778,0.079,0.044,322,45,1409,8,4,0.008
V92465,165,0.005,0.036,4.57,0.748,0.085,0.046,318,46,1441,9,6,0.008
V92463,155,0.005,0.03,4.59,0.422,0.054,0.041,306,43,1429,7,4,0.01
V92462,170,0.005,0.028,4.61,0.633,0.079,0.042,281,39,1420,6,4,0.007
V92461,173,0.005,0.025,4.54,0.924,0.095,0.045,271,38,1402,8,4,0.005
V92460,160,0.005,0.027,4.65,0.608,0.074,0.042,290,41,1390,6,3,0.005
V92459,172,0.005,0.02,4.65,0.546,0.073,0.044,250,35,1386,6,3,0.006
V92458,164,0.005,0.024,4.64,0.703,0.079,0.043,258,37,1408,7,4,0.008
V92457,165,0.005,0.021,4.61,0.685,0.08,0.041,263,35,1406,6,3,0.006
V92456,161,0.005,0.023,4.57,0.656,0.081,0.044,264,37,1382,6,3,0.005
V92455,170,0.005,0.022,4.51,0.609,0.074,0.043,258,36,1390,7,4,0.005
V92454,156,0.005,0.024,4.52,0.55,0.067,0.041,281,39,,6,3,0.005
V92453,165,0.005,0.026,4.63,0.775,0.091,0.042,273,38,1421,7,3,0.007
V92452,163,0.005,0.025,4.59,0.779,0.09,0.045,272,38,1384,8,4,0.004
V92451,164,0.005,0.028,4.63,0.47,0.064,0.041,300,42,1389,7,4,0.005
V92450,165,0.005,0.032,4.58,0.43,0.059,0.04,312,44,1354,8,4,0.008
V92448,170,0.005,0.022,4.68,0.92,0.101,0.04,271,37,1400,7,3,0.007
V92447,169,0.005,0.027,4.56,0.97,0.105,0.041,300,37,1387,9,4,0.006
V92446,171,0.005,0.025,4.62,0.53,0.063,0.037,273,39,1423,7,4,0.011
V92445,165,0.005,0.023,4.66,0.47,0.065,0.039,278,38,1422,6,3,0.008
V92444,158,0.005,0.02,4.67,0.53,0.069,0.039,289,31,1405,8,4,0.005
V92443,167,0.005,0.022,4.71,0.73,0.082,0.04,297,40,1415,7,3,0.006
V92442,165,0.005,0.025,4.67,0.93,0.101,0.039,273,38,1435,7,4,0.006
V92441,163,0.005,0.023,4.61,0.66,0.075,0.04,272,38,1398,8,5,0.006
V92440,160,0.005,0.026,4.68,0.46,0.064,0.039,286,41,1395,6,3,0.008
V92439,160,0.005,0.031,4.58,0.47,0.062,0.037,300,44,1386,8,5,0.009
V92438,159,0.005,0.028,4.61,0.71,0.078,0.04,299,42,1363,7,4,0.005
V92437,170,0.005,0.027,4.63,0.76,0.084,0.042,282,39,1360,7,5,0.008
V92436,157,0.005,0.036,4.6,0.431,0.046,0.034,346,48,1394,9,5,0.007
V92434,168,0.005,0.026,4.64,0.83,0.09,0.038,328,47,1419,7,4,0.011
V92433,160,0.005,0.037,4.58,0.313,0.04,0.035,401,50,1310,10,5,0.004
V92432,174,0.005,0.031,4.6,0.37,0.054,0.037,320,40,,9,5,0.009
V92431,179,0.005,0.025,4.56,0.569,0.073,0.041,297,41,1407,7,4,0.007
V92430,173,0.005,0.023,4.55,0.938,0.099,0.044,284,39,1354,6,4,0.003
V92429,171,0.005,0.026,4.56,0.519,0.068,0.04,305,36,1396,8,4,0.007
V92428,175,0.005,0.027,4.58,0.4,0.06,0.039,299,41,,7,4,0.005
V92426,173,0.005,0.026,4.56,0.548,0.068,0.04,304,37,1395,8,4,0.008
V92424,171,0.005,0.027,4.62,0.84,0.086,0.043,297,42,1388,8,4,0.005
V92422,166,0.005,0.029,4.54,0.451,0.061,0.04,299,42,1365,7,4,0.007
V92420,162,0.005,0.024,4.58,0.544,0.073,0.043,266,38,1384,7,4,0.008
V92418,164,0.005,0.025,4.56,0.985,0.102,0.045,322,45,,8,4,0.004
V92415,159,0.005,0.028,4.58,0.636,0.076,0.045,284,39,1441,7,5,0.01
V92416,162,0.005,0.03,4.45,0.59,0.075,0.045,306,43,1414,7,4,0.01
V92414,165,0.005,0.024,4.56,0.783,0.095,0.049,268,38,1362,7,3,0.005
V92413,148,0.005,0.026,4.54,0.881,0.094,0.047,286,41,1378,6,4,0.007
V92409,160,0.005,0.028,4.36,0.76,0.086,0.043,290,40,,7,3,0.006
V92406,164,0.005,0.028,4.61,0.974,0.103,0.046,287,40,1395,7,5,0.006
V92403,150,0.005,0.032,4.54,0.763,0.081,0.042,307,43,1374,8,4,0.005
V92401,166,0.005,0.036,4.44,0.84,0.094,0.045,356,49,1420,8,5,0.004
V92399,160,0.005,0.041,4.56,0.684,0.071,0.045,347,48,1369,9,4,0.009
V92398,161,0.005,0.037,4.62,0.564,0.069,0.046,333,48,1376,8,4,0.004
V92397,168,0.005,0.034,4.67,0.827,0.088,0.046,318,46,1411,10,5,0.008
V92396,167,0.005,0.038,4.64,0.588,0.07,0.046,336,47,1311,8,4,0.005
V92394,172,0.005,0.036,4.6,0.625,0.061,0.044,318,45,1479,10,5,0.007
V92395,170,0.005,0.036,4.58,0.493,0.063,0.044,333,46,1351,8,4,0.005
V92393,162,0.005,0.029,4.55,0.513,0.065,0.045,331,46,1393,8,4,0.008
V92392,180,0.005,0.031,4.58,0.713,0.066,0.044,328,45,1386,8,4,0.006
V92391,165,0.005,0.035,4.57,0.582,0.071,0.043,318,47,1373,10,5,0.007
V92390,161,0.005,0.032,4.56,0.603,0.071,0.046,306,43,1396,8,4,0.008
V92387,164,0.005,0.034,4.57,0.704,0.065,0.045,322,45,1405,8,4,0.005
V92386,168,0.005,0.03,4.59,0.578,0.069,0.046,293,42,1362,9,5,0.006
V92385,164,0.005,0.036,4.58,0.48,0.059,0.044,333,46,1371,8,4,0.01
V92384,162,0.005,0.034,4.56,0.383,0.056,0.044,330,49,1354,8,4,0.009
V92383,163,0.005,0.039,4.59,0.449,0.051,0.039,335,47,1388,10,5,0.01
V92382,166,0.005,0.036,4.58,0.399,0.054,0.041,356,51,1358,8,5,0.007
V92380,175,0.005,0.03,4.57,0.537,0.064,0.044,296,44,1364,9,5,0.005
V92381,161,0.005,0.041,4.59,0.452,0.058,0.041,351,49,1389,9,5,0.01
V92379,170,0.005,0.029,4.56,0.624,0.066,0.044,292,41,1415,7,4,0.008
V92378,162,0.005,0.033,4.59,0.411,0.056,0.042,307,44,1375,9,5,0.008
V92376,160,0.005,0.028,4.67,0.588,0.07,0.045,284,40,1332,9,5,0.004
V92377,171,0.005,0.037,4.59,0.47,0.061,0.043,330,46,1367,8,4,0.005
V92374,163,0.005,0.042,4.53,0.522,0.057,0.043,362,50,1387,8,5,0.008
V92373,163,0.005,0.033,4.61,0.488,0.058,0.041,328,46,1404,8,5,0.004
V92372,161,0.005,0.038,4.51,0.577,0.067,0.045,335,47,1389,8,4,0.007
V92371,166,0.005,0.035,4.55,0.588,0.071,0.047,318,46,1405,9,5,0.006
V92370,162,0.005,0.032,4.53,0.681,0.074,0.045,310,42,1372,7,4,0.006
V92369,157,0.005,0.033,4.57,0.634,0.075,0.046,321,45,1498,8,4,0.005
V92368,164,0.005,0.032,4.58,0.677,0.076,0.046,319,45,1416,9,4,0.007
V92367,161,0.005,0.036,4.52,0.504,0.06,0.044,339,47,1336,8,4,0.008
V92366,170,0.005,0.034,4.5,0.558,0.068,0.045,353,52,1346,9,5,0.006
V92365,158,0.005,0.028,4.55,0.802,0.084,0.048,295,41,1351,8,4,0.004
V92362,162,0.005,0.023,4.53,0.843,0.088,0.048,281,41,1333,8,4,0.004
V92360,166,0.005,0.035,4.54,0.519,0.064,0.045,331,46,1342,8,5,0.007
V92359,159,0.005,0.028,4.51,0.62,0.069,0.048,297,43,1320,9,4,0.004
V92358,164,0.005,0.024,4.58,0.816,0.084,0.049,267,41,1318,7,4,0.004
V92357,165,0.005,0.025,4.62,0.976,0.096,0.046,274,38,1443,7,4,0.006
V92355,160,0.005,0.029,4.58,0.796,0.084,0.045,310,43,1425,7,4,0.007
V92356,163,0.005,0.035,4.5,0.606,0.07,0.045,320,45,1390,10,5,0.007
V92354,169,0.005,0.02,4.62,0.991,0.099,0.048,268,47,1394,7,5,0.004
V92353,163,0.005,0.033,4.57,0.827,0.084,0.048,313,45,1396,9,5,0.005
V92351,170,0.005,0.038,4.58,0.524,0.05,0.041,336,47,1392,8,4,0.009
V92350,160,0.005,0.038,4.55,0.52,0.051,0.042,331,48,1388,10,5,0.007
V92349,160,0.005,0.031,4.55,0.778,0.078,0.048,315,44,1371,7,4,0.007
V92347,158,0.005,0.041,4.62,0.371,0.048,0.042,365,52,1399,11,5,0.009
V92348,173,0.005,0.03,4.52,0.708,0.075,0.046,323,47,1356,8,4,0.004
V92346,165,0.005,0.035,4.44,0.44,0.054,0.044,336,47,1377,8,5,0.006
V92345,160,0.005,0.037,4.42,0.48,0.058,0.044,331,46,1432,8,4,0.006
V92344,170,0.005,0.033,4.58,0.65,0.075,0.047,306,44,1384,9,5,0.004
V92343,155,0.005,0.032,4.48,0.65,0.074,0.047,311,43,1389,7,4,0.008
V92342,165,0.005,0.036,4.54,0.453,0.054,0.043,323,46,1389,8,4,0.007
V92340,162,0.005,0.039,4.58,0.546,0.061,0.048,345,48,1376,8,5,0.007
V92337,156,0.005,0.046,4.54,0.51,0.052,0.041,378,53,1407,9,5,0.007
V92336,165,0.005,0.033,4.54,0.403,0.052,0.045,302,56,1383,8,5,0.009
V92335,180,0.005,0.037,4.57,0.392,0.052,0.043,327,46,1394,10,5,0.011
V92334,168,0.005,0.036,4.56,0.43,0.052,0.043,335,47,1382,8,5,0.009
V92333,164,0.005,0.037,4.56,0.67,0.069,0.046,321,45,1375,8,4,0.009
V92332,170,0.005,0.025,4.68,0.66,0.071,0.047,274,39,1384,7,4,0.005
V92331,160,0.005,0.034,4.64,0.6,0.063,0.046,326,46,1405,7,4,0.006
V92330,163,0.005,0.037,4.4,0.5,0.054,0.043,321,45,1412,8,4,0.009
V92329,160,0.005,0.037,4.39,0.51,0.061,0.045,319,45,1446,9,5,0.007
V92328,165,0.005,0.045,4.39,0.5,0.059,0.045,378,54,,9,6,0.004
V92326,154,0.005,0.03,4.59,0.581,0.066,0.046,307,42,1373,7,4,0.007
V92325,161,0.005,0.03,4.63,0.64,0.072,0.046,294,42,1363,9,4,0.005
V92324,163,0.005,0.036,4.55,0.55,0.065,0.045,326,46,1335,8,4,0.006
V92322,175,0.005,0.043,4.6,0.53,0.06,0.047,356,52,,11,6,0.008
V92323,154,0.005,0.036,4.58,0.49,0.062,0.044,333,46,,8,5,0.006
V92321,160,0.005,0.032,4.57,0.663,0.058,0.043,291,40,1419,6,4,0.015
V92319,172,0.005,0.032,4.59,0.561,0.058,0.04,313,44,1375,9,5,0.005
V92317,177,0.005,0.032,4.52,0.486,0.059,0.046,305,44,1424,9,5,0.007
V92316,158,0.005,0.031,4.55,0.555,0.061,0.043,355,49,,8,5,0.01
V92313,160,0.005,0.036,4.56,0.631,0.065,0.044,323,45,,8,4,0.016
V92312,166,0.005,0.038,4.58,0.618,0.064,0.049,352,48,1419,8,5,0.006
V92306,160,0.005,0.04,4.55,0.699,0.059,0.041,353,49,,8,5,0.01
V92304,164,0.005,0.035,4.57,0.787,0.08,0.045,383,53,1365,10,5,0.005
V92302,169,0.005,0.034,4.57,0.7,0.072,0.044,313,45,,10,5,0.006
V92301,177,0.005,0.033,4.57,0.654,0.067,0.045,310,43,,8,4,0.007
V92299,165,0.005,0.044,4.57,0.446,0.056,0.044,367,50,1352,10,5,0.008
V92298,164,0.005,0.041,4.56,0.467,0.059,0.044,348,48,1380,9,4,0.007
V92295,167,0.005,0.033,4.6,0.853,0.082,0.045,309,47,1405,7,5,0.009
V92293,159,0.005,0.033,4.62,0.534,0.062,0.045,311,43,1416,9,5,0.01
V92291,178,0.005,0.037,4.57,0.586,0.058,0.044,341,48,1402,8,4,0.009
V92290,158,0.005,0.033,4.62,0.679,0.076,0.042,309,47,1355,9,5,0.007
V92289,162,0.005,0.034,4.6,0.751,0.076,0.043,327,45,1338,8,5,0.005
V92288,165,0.005,0.035,4.55,0.47,0.063,0.044,322,46,1349,10,5,0.009
V92287,180,0.005,0.034,4.62,0.66,0.063,0.045,328,46,1425,8,5,0.007
V92286,159,0.005,0.037,4.58,0.58,0.067,0.045,339,48,,8,5,0.006
V92285,160,0.005,0.03,4.55,0.71,0.077,0.045,341,49,,11,5,0.005
V92284,160,0.005,0.037,4.58,0.662,0.074,0.044,347,48,1352,9,5,0.005
V92283,166,0.005,0.024,4.6,0.56,0.071,0.044,274,38,1354,7,4,0.008
V92281,160,0.005,0.036,4.49,0.575,0.067,0.042,333,46,,8,5,0.007
V92279,165,0.005,0.021,4.65,0.719,0.082,0.046,248,36,1398,7,4,0.005
V92278,156,0.005,0.026,4.6,0.64,0.077,0.046,284,38,1397,7,4,0.007
V92275,159,0.005,0.033,4.63,0.71,0.077,0.044,314,43,1397,8,5,0.007
V92273,158,0.005,0.027,4.56,0.534,0.072,0.047,282,41,,8,4,0.005
V92271,165,0.005,0.027,4.53,0.616,0.075,0.046,283,39,,7,4,0.006
V92270,176,0.005,0.025,4.58,0.66,0.071,0.046,271,38,1404,8,4,0.007
V92269,149,0.005,0.023,4.51,0.531,0.067,0.043,272,37,1415,6,4,0.007
V92268,162,0.005,0.019,4.56,0.52,0.07,0.046,250,35,1371,6,3,0.005
V92266,154,0.005,0.023,4.64,0.66,0.071,0.043,267,37,1380,6,4,0.007
V92264,159,0.005,0.037,4.63,0.59,0.05,0.041,330,46,1361,9,5,0.007
V92265,174,0.005,0.041,4.522,0.338,0.046,0.04,347,49,1442,8,5,0.009
V92261,157,0.005,0.021,4.55,0.657,0.073,0.045,404,36,1414,7,3,0.005
V92260,159,0.005,0.025,4.58,0.69,0.073,0.046,271,39,1423,8,4,0.008
V92259,156,0.005,0.021,4.68,0.53,0.066,0.045,321,45,1384,8,4,0.006
V92258,159,0.005,0.022,4.67,0.58,0.073,0.047,344,50,1362,8,5,0.005
V92257,155,0.005,0.031,4.59,0.48,0.064,0.045,326,54,1353,9,6,0.005
V92256,158,0.005,0.037,4.62,0.55,0.052,0.041,322,45,1385,8,4,0.01
V92254,180,0.005,0.03,4.56,0.523,0.062,0.045,307,42,1409,6,4,0.008
V92253,158,0.005,0.035,4.55,0.506,0.065,0.045,308,44,1406,7,4,0.006
V92251,166,0.005,0.03,4.55,0.566,0.075,0.043,307,42,1379,7,4,0.006
V92250,177,0.005,0.025,4.57,0.786,0.082,0.045,273,38,1397,7,3,0.006
V92246,164,0.005,0.022,4.57,0.684,0.081,0.045,258,37,1453,7,4,0.005
V92245,164,0.005,0.022,4.56,0.791,0.083,0.046,302,44,1397,8,4,0.005
V92244,154,0.005,0.02,4.54,0.674,0.082,0.047,252,35,1393,6,4,0.009
V92243,160,0.005,0.029,4.65,0.752,0.083,0.047,290,41,1390,8,4,0.004
V92242,162,0.005,0.023,4.55,0.753,0.08,0.045,271,37,1399,7,3,0.004
V92241,154,0.005,0.035,4.53,0.42,0.054,0.044,263,36,1448,6,3,0.007
V92240,158,0.005,0.018,4.54,0.707,0.079,0.046,237,34,1411,7,3,0.007
V92239,170,0.005,0.02,4.56,0.711,0.083,0.048,352,48,1406,9,5,0.011
V92238,170,0.005,0.025,4.47,0.837,0.08,0.045,323,45,1402,8,4,0.003
V92236,163,0.005,0.025,4.65,0.716,0.078,0.045,302,42,1395,8,4,0.005
V92234,165,0.005,0.027,4.57,0.733,0.083,0.046,279,40,1392,8,4,0.004
V92233,162,0.005,0.022,4.54,0.911,0.088,0.046,265,37,1395,7,3,0.005
V92232,152,0.005,0.022,4.54,0.886,0.094,0.046,265,39,1417,6,4,0.006
V92231,172,0.005,0.024,4.54,0.545,0.072,0.047,268,38,1357,8,3,0.004
V92230,166,0.005,0.022,4.54,0.508,0.072,0.047,293,40,1362,8,4,0.005
V92229,162,0.005,0.027,4.55,0.69,0.082,0.045,286,40,1397,6,4,0.005
V92224,173,0.005,0.028,4.55,0.538,0.063,0.045,288,40,1412,7,4,0.009
V92223,165,0.005,0.026,4.58,0.547,0.063,0.044,364,45,,7,5,0.011
V92222,173,0.005,0.028,4.54,0.48,0.061,0.041,280,39,1387,8,4,0.007
V92221,169,0.005,0.034,4.54,0.5,0.062,0.043,317,45,1398,8,4,0.008
V92220,164,0.005,0.032,4.55,0.584,0.067,0.044,305,43,1394,7,4,0.008
V92218,169,0.005,0.036,4.52,0.565,0.064,0.043,327,52,1434,9,5,0.007
V92217,165,0.005,0.033,4.62,0.76,0.067,0.042,347,48,1380,8,5,0.007
V92216,171,0.005,0.037,4.64,0.57,0.063,0.043,357,51,1366,10,5,0.006
V92215,160,0.005,0.038,4.63,0.52,0.058,0.039,347,48,1342,8,5,0.008
V92214,160,0.005,0.036,4.73,0.74,0.07,0.04,371,64,1366,10,6,0.005
V92213,175,0.005,0.028,4.72,1.03,0.1,0.046,357,50,,10,5,0.005
V92211,179,0.005,0.059,4.43,0.44,0.049,0.035,451,64,,11,6,0.014
V92212,155,0.005,0.038,4.57,0.72,0.078,0.041,346,48,1387,16,8,0.011
V92210,160,0.005,0.066,4.35,0.33,0.032,0.032,509,73,1306,16,8,0.012
V92209,164,0.005,0.055,4.54,0.32,0.03,0.035,428,61,1373,10,6,0.016
V92208,163,0.005,0.073,4.3,0.26,0.024,0.035,516,74,1286,13,7,0.011
V92207,162,0.005,0.072,4.46,0.27,0.033,0.036,532,76,1301,17,8,0.011
V92206,162,0.005,0.029,4.54,0.957,0.098,0.052,300,42,1411,7,5,0.007
V92205,165,0.005,0.049,4.51,0.87,0.088,0.056,398,59,1374,9,6,0.007
V92203,178,0.005,0.038,4.57,0.596,0.051,0.039,349,47,1359,7,5,0.022
V92202,162,0.005,0.047,4.58,0.568,0.058,0.042,386,54,1338,10,5,0.011
V92201,174,0.005,0.068,4.57,0.358,0.032,0.035,498,72,1304,13,8,0.011
V92200,164,0.005,0.057,4.55,0.683,0.059,0.041,430,62,1354,11,7,0.01
V92199,167,0.005,0.057,4.63,0.477,0.051,0.038,430,61,1369,12,6,0.013
V92197,164,0.005,0.063,4.48,0.283,0.027,0.036,449,63,1373,12,6,0.015
